_time,process_name,process_path,dest,process_hash
1576627200,Uninstall.exe,C:\Program Files\WinRAR\Uninstall.exe,DESKTOP-8OSOPJV,5021813226DD91E8DE4761D3920C1CEEDD068879B5AE0B7F2539C4ED2B7BC281
1576627200,explorer.exe,C:\Windows\explorer.exe,unknown,1FA6D7C996CE85E34FE864F982675A58D4B2A2B2F7A6F62C081D65861FD01D48
1576627200,mofcomp.exe,C:\Windows\System32\wbem\mofcomp.exe,DESKTOP-8OSOPJV,F74EEC05ED51FEB73FF444F0CC592216F7BAF77CD5414019B755926B54900DA3
1576627200,mscorsvw.exe,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,unknown,2647BC63CA60924BC52B2EB2DB3760966D2F3313CB143B3E47B0473961BE9B39
1576627200,mscorsvw.exe,C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe,unknown,308B7A6CE1496E230F78B9D6698590F8EA69069A505D445C2FFD708469D4D598
1576627200,ngen.exe,C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe,unknown,452E5B0B6A88CC4507FAE376EEB590415D47449B9773339A0C400DC948DFF830
1576627200,ngentask.exe,C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngentask.exe,unknown,726BF826199F6F8A919F1F9666BAD2B258F78611DE3311AC6E8091F74259FDC8
1576627200,ngentask.exe,C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngentask.exe,unknown,BF3242812A96E39C7D62D85353E79A3A1D1804782511031E69C819393854123E
1576627200,nslookup.exe,C:\Windows\System32\nslookup.exe,DESKTOP-8OSOPJV,7FF4539922EADCFF60675FC1A07FDECA8DECB2E1FAFF4A9478E5FAE51C71D505
1576627200,taskkill.exe,C:\Windows\System32\taskkill.exe,DESKTOP-8OSOPJV,D9E29313D2127FF1983A050D84626765D01682EDB2C1C5D5F209DDA20C3EAB87
1576526400,"findstr.exe","C:\Windows\System32\findstr.exe","DESKTOP-8OSOPJV",E09620769585ACDA7F33096F8CACC609D1BFA327D9DA051A597FFFFEFD96172D
